mana,card_text,attack,health,class,rarity,card_mark,minion_type,spell_school
4,"Battlecry: If you're holding a Dragon, deal 3 damage to all other minions.",3.0,3.0,['Priest'],Rare,4.8,['Dragon'],
5,"On each player's turn, the first card played costs (0).",3.0,7.0,['Druid'],Legendary,1.7,,
3,"Stealth

Each turn this is in your hand, swap its Attack and Health.",2.0,5.0,['Hunter'],Rare,2.6,,
1,Windfury. Overload: (2),3.0,1.0,['Shaman'],Common,2.0,['Elemental'],
2,"After you Discover a card, reduce it cost by (1).",2.0,3.0,['Neutral'],Epic,2.7,,
1,Your Hero Power can target minions.,1.0,3.0,['Hunter'],Common,4.7,,
5,Battlecry: Deal 5 damage randomly split among all minions except Mechs.,3.0,4.0,['Warrior'],Rare,3.2,['Mech'],
5,Battlecry: Destroy a Mech.,3.0,3.0,['Neutral'],Epic,3.4,,
4,"While building your deck, assemble a band of 3 cards.

Battlecry: Discover one!",4.0,4.0,['Neutral'],Legendary,4.2,,
2,"After a friendly Rush minion attacks, deal 2 damage to the enemy hero.",1.0,4.0,['Warrior'],Legendary,2.5,,
7,Battlecry: Change all enemy minions' Attack to 1.,3.0,7.0,['Paladin'],Legendary,3.4,,
4,Deathrattle: Give two random friendly minions +2/+2.,2.0,2.0,['Warlock'],Rare,1.7,,
3,"Whenever a Secret is revealed, gain +1 Durability.",3.0,,['Hunter'],Rare,4.5,,
5,Taunt. Overload: (3),7.0,8.0,['Shaman'],Epic,3.8,['Elemental'],
4,"Taunt
Battlecry: Deal 1 damage to all enemy minions.",2.0,6.0,['Shaman'],Rare,3.7,['Elemental'],
1,"Silence a minion, then deal 1 damage to it.",,,['Shaman'],Common,3.6,,Nature
2,"Give a minion +2/+2. If it's an Elemental, add a random Elemental to your hand.",,,['Shaman'],Rare,4.5,,Nature
3,Battlecry: Restore 3 Health.,3.0,3.0,['Neutral'],Common,3.8,,
2,"Give a friendly minion +1/+1, then gain Armor equal to its Attack.",,,['Druid'],Rare,4.2,,Nature
7,"Deal 5 damage to all minions, then deal 2 damage to all minions.",,,['Shaman'],Rare,4.7,,Nature
4,Battlecry: Destroy all enemy Secrets. Gain +1/+1 for each.,2.0,4.0,['Neutral'],Rare,3.3,,
4,Battlecry: Reduce the Cost of a random weapon in your hand by (2).,3.0,4.0,['Neutral'],Rare,2.7,['Dragon'],
6,Deathrattle: Summon four 1/1 Vengeful Scrolls.,6.0,4.0,['Neutral'],Common,2.4,,
4,Put a copy of each friendly minion into your hand.,,,['Mage'],Epic,3.8,,Arcane
2,Battlecry: Summon an exact copy of this minion at the end of the turn.,1.0,2.0,['Neutral'],Epic,3.5,,
6,Summon copies of all Demons you control.,,,['Warlock'],Epic,3.7,,Shadow
3,"Whenever a spell is played, this minion remembers it.

Deathrattle: Shuffle the spells into your deck.",3.0,4.0,['Neutral'],Epic,3.7,['Beast'],
4,"Battlecry: Draw a card. If you play it this turn, gain +2/+2 and repeat this effect.",4.0,4.0,['Rogue'],Legendary,3.9,['Pirate'],
3,Combo: Gain +2/+2 for each card played earlier this turn.,2.0,2.0,['Rogue'],Legendary,4.7,,
4,Can't attack unless it's the only minion in the battlefield.,7.0,7.0,['Neutral'],Rare,2.3,,
3,Frenzy: Reduce the cost of cards in your hand by (1).,1.0,4.0,['Rogue'],Common,4.5,['Mech'],
3,"Secret: When a friendly minion dies, summon a random minion with the same Cost.",,,['Mage'],Rare,3.9,,Fire
3,Deathrattle: Summon two 1/1 Raptors.,3.0,1.0,['Neutral'],Common,2.1,,
3,"Battlecry: If you're holding a minion with 5 or more Attack, Adapt.",5.0,1.0,['Druid'],Common,2.7,['Beast'],
5,Battlecry: Destroy a friendly Undead. Your minions gain its Attack.,5.0,4.0,['Druid'],Legendary,3.6,['Undead'],
8,You must be logged in to post a comment.,6.0,10.0,['Neutral'],Common,2.7,,
3,Battlecry: Your next spell this turn casts twice.,3.0,3.0,['Shaman'],Legendary,4.7,['Elemental'],
3,"Battlecry: If you're holding a spell that costs (5) or more, gain +1/+1.",3.0,3.0,['Neutral'],Common,2.9,,
7,"Give a minion +4/+7 and Taunt. When it dies, summon an Elekk.",,,['Priest'],Rare,3.7,,
1,"Sidequest: Play an Elemental 2 turns in a row.

Reward: Draw 3 spells from your deck.",,,['Mage'],Rare,4.2,,
3,Deal 4-5 damage to all minions. Overload: (5),,,['Shaman'],Epic,3.7,,Nature
0,The next Elemental you play this turn costs (2) less.,,,['Mage'],Common,3.2,,Fire
2,Draw a card. Copy it if you played an Elemental last turn.,,,['Shaman'],Common,4.4,,Nature
4,Battlecry: Shuffle the 'Map to the Golden Monkey' into your deck.,3.0,5.0,['Neutral'],Legendary,4.3,,
5,"Battlecry: If your deck has no duplicates, duplicate your hand.",5.0,5.0,['Druid'],Legendary,3.5,,
5,Battlecry: Shuffle a sealed Un'Goro pack into your deck.,5.0,5.0,['Neutral'],Legendary,4.0,,
5,Battlecry: Give both players the power to ROCK! (with a Power Chord card),5.0,5.0,['Neutral'],Legendary,2.8,,
5,"Battlecry: For each Paladin card in your hand, randomly gain Divine Shield, Lifesteal, Rush, or Taunt.",3.0,4.0,['Paladin'],Epic,4.3,,
1,Battlecry: Deal 1 damage.,1.0,1.0,['Neutral'],Common,2.7,,
4,Combo: Draw 2 minions from your deck.,3.0,3.0,['Rogue'],Rare,4.2,,
1,"Deathrattle: If you had 7 Elwynn Boars die this game, equip a 15/3 Sword of a Thousand Truths.",1.0,1.0,['Neutral'],Epic,3.7,['Beast'],
1,Give a minion Reborn.,,,['Priest'],Common,3.5,,
2,"Summon two 1/2 Guards with Taunt.
Manathirst (6): Give them +1/+2.",,,['Warrior'],Rare,2.5,,Fire
5,"Battlecry: If you're holding a Dragon, gain 5 Armor.",5.0,5.0,['Warrior'],Rare,4.0,['Dragon'],
0,Give all minions in your deck +2/+2. They cost (1) more (up to 10).,,,['Druid'],Epic,4.1,,Nature
6,"Choose an enemy minion. At the start of your turn, gain control of it.",,,['Priest'],Epic,2.7,,Shadow
2,"This turn, your healing effects deal damage instead.",,,['Priest'],Epic,3.5,,Shadow
6,"Taunt
Battlecry: Discover a Dragon.",4.0,8.0,['Druid'],Common,4.7,['Dragon'],
1,Your minions cost (2) more.,2.0,3.0,['Neutral'],Epic,2.8,['Beast'],
1,Battlecry: Deal 1 damage to each hero.,2.0,1.0,['Neutral'],Common,1.9,['Beast'],
1,Rush,2.0,1.0,['Neutral'],Common,2.4,['Beast'],
2,"Secret: When a friendly minion dies, summon a copy of it.

It's Dormant for 1 turn.",,,['Hunter'],Epic,3.1,,
10,Battlecry: Double the Attack and Health of all minions in your hand.,8.0,8.0,['Hunter'],Legendary,3.3,['Dragon'],
3,Poisonous,2.0,3.0,['Neutral'],Rare,2.8,['Beast'],
6,"At the end of your turn, reduce the Cost of cards in your hand by (1).",5.0,5.0,['Neutral'],Legendary,4.8,,
3,Spellburst: Cast a random spell of the same Cost.,1.0,6.0,['Neutral'],Epic,2.1,,
1,You must be logged in to post a comment.,2.0,2.0,['Druid'],Common,4.3,['Beast'],
3,Enemy minions take double damage during your turn.,3.0,3.0,['Neutral'],Epic,3.6,,
2,"Taunt

When your draw this, add a copy of it to your hand.",2.0,3.0,['Neutral'],Rare,3.5,['Beast'],
3,Battlecry: Transform all spells in your hand into ones that cost (2) more. (They keep their original Cost.),3.0,4.0,['Mage'],Epic,3.4,,
4,"Battlecry: Give your other minions Windfury, Taunt, or Divine Shield. (at random)",3.0,2.0,['Neutral'],Epic,4.0,['Mech'],
8,"Taunt
Deathrattle: Summon a 5/5 Dreadlord with Lifesteal.",5.0,7.0,['Warlock'],Rare,3.5,['Demon'],
7,Taunt. Also damages the minions next to whomever this attacks.,4.0,10.0,['Warlock'],Common,2.9,['Demon'],
6,Destroy all minions except each player's highest Attack minion.,,,['Paladin'],Epic,3.1,,
3,"At the end of your turn, store a card from your deck.

Deathrattle: Add the stored cards to your hand.",2.0,3.0,['Neutral'],Epic,2.4,,
6,Battlecry: Deal damage equal to your hand size to all other minions.,3.0,2.0,['Warlock'],Epic,4.6,,
6,"Choose an enemy minion.

Shuffle it into your deck.",,,['Priest'],Common,4.7,,
3,"Battlecry: If you control a Quest, Discover a spell.",3.0,4.0,['Neutral'],Rare,4.5,,
3,Give your weapon Poisonous.,,,['Rogue'],Rare,3.9,,Nature
2,Battlecry: Look at 3 cards. Guess which one is in your opponent's hand to get a copy of it.,2.0,2.0,['Priest'],Epic,3.5,,
5,Deathrattle: Shuffle 3 random Prime Legendary minions into your deck.,5.0,4.0,['Warlock'],Legendary,4.0,['Demon'],
2,Change the Health of ALL minions to 1.,,,['Paladin'],Rare,4.2,,Holy
4,"Stealth

Whenever this attacks, gain 1 Mana Crystal this turn only.",3.0,5.0,['Neutral'],Epic,3.9,['Beast'],
2,Battlecry: Unlock your Overloaded Mana Crystals.,3.0,2.0,['Shaman'],Epic,4.7,,
4,Discover a friendly minion that died this game. Summon it.,,,['Priest'],Rare,4.6,,Shadow
1,"Whenever this minion takes damage, gain 2 Armor.",1.0,3.0,['Warrior'],Common,4.6,['Mech'],
4,"If you control a Secret at the end of your turn, gain +2/+2.",3.0,3.0,['Mage'],Rare,3.1,,
1,Battlecry: Deal 1 damage to a minion and give it Spell Damage +1.,2.0,1.0,['Neutral'],Common,2.1,,
5,Battlecry: Discover a spell.,6.0,4.0,['Mage'],Common,4.1,,
5,"Battlecry: If you're holding any non-Rogue class cards, reduce their Cost by (2).",5.0,6.0,['Rogue'],Rare,3.1,,
6,Summon a copy of a random minion from your hand.,,,['Shaman'],Rare,3.3,,
2,"Secret: After your hero takes damage, become Immune this turn.",,,['Rogue'],Epic,4.2,,
2,"Poisonous

Can't be targeted by spells or Hero Powers.",2.0,1.0,['Neutral'],Common,2.8,['Beast'],
7,Can't be targeted by spells or Hero Powers.,7.0,7.0,['Neutral'],Common,3.6,['Dragon'],
4,Can't be targeted by spells or Hero Powers.,5.0,4.0,['Neutral'],Common,3.5,['Dragon'],
6,"Divine Shield. Rush.

Can't be targeted by spells or Hero Powers.",5.0,3.0,['Neutral'],Common,3.8,['Dragon'],
4,Summon 1 4/4 Lynx with Rush (improved by Spell Damage).,,,['Hunter'],Rare,4.2,,Arcane
7,"Give your minions +2/+2.

Costs (1) less for each Murloc you control.",,,['Shaman'],Rare,4.0,,
2,Battlecry: Add a Lackey to your hand.,1.0,1.0,['Neutral'],Common,2.3,['Beast'],
2,Deathrattle: Add a Lackey to your hand.,2.0,2.0,['Priest'],Common,2.8,,
2,Battlecry: Destroy a friendly minion. Add 2 random Lackeys to your hand.,2.0,2.0,['Warlock'],Common,3.2,,
4,Taunt,5.0,4.0,['Neutral'],Common,3.2,,
3,Combo: Add two random Lackeys to your hand.,1.0,5.0,['Rogue'],Common,3.6,,
3,Battlecry: Add a Lackey to your hand. Gain 3 Armor.,2.0,3.0,['Warrior'],Common,4.4,,
3,Battlecry: Destroy a friendly Lackey to summon a 5/5 Demon.,3.0,3.0,['Warlock'],Common,4.6,,
2,"At the end of your turn, add a Lackey to your hand.",0.0,2.0,['Shaman'],Common,4.2,['Totem'],
2,Deal 2 damage. Combo: Deal 4 damage instead.,,,['Rogue'],Common,4.6,,
1,"Fill your hand with random Mage spells. At the end of your turn, discard them.",,,['Mage'],Legendary,4.1,,Arcane
1,Transform your minions into random minions that cost (1) more.,,,['Shaman'],Rare,4.7,,Nature
4,Spell Damage +2,2.0,2.0,['Neutral'],Common,1.8,,
4,Adapt your minions.,,,['Druid'],Rare,2.7,,Nature
5,"Deal 3 damage to all minions.

Shuffle this card into your opponent's deck.",,,['Priest'],Rare,3.6,,Shadow
4,"Battlecry: Dredge.

Reduce its Cost by (1).",3.0,6.0,['Neutral'],Common,2.5,,
1,Destroy a damaged enemy minion.,,,['Warrior'],Common,4.6,,
7,"Whenever you cast a spell, summon a random 3-Cost Beast.",5.0,8.0,['Neutral'],Rare,2.5,,
7,"Summon seven 1/1 Illidari with Rush. If they all die this turn, summon seven more.",,,"['Hunter', 'Demon Hunter']",Epic,3.4,,
2,"Battlecry: Discard your highest Cost card.

Deathrattle: Add 2 copies of it to your hand.",2.0,1.0,['Warlock'],Rare,4.2,,
4,Battlecry: Summon two 0/2 Goblin Bombs.,3.0,2.0,['Neutral'],Common,2.7,['Mech'],
4,Deathrattle: Deal 2 damage to all enemy minions.,2.0,1.0,['Hunter'],Rare,2.6,['Beast'],
2,"Replace your deck with copies of ""Discover a card.""",,,['Warrior'],Epic,2.7,,
2,"Give a minion +1/+1 and ""Deathrattle: Add an Explorer's Hat to your hand.""",,,['Hunter'],Rare,2.7,,
2,Transform a minion into a random one that costs (3) more.,,,['Shaman'],Common,4.4,,Nature
3,"Secret: After your opponent plays a minion, deal 6 damage to it and any excess to their hero.",,,['Mage'],Rare,4.5,,Fire
2,Deathrattle: Deal 2 damage to all minions.,1.0,1.0,['Neutral'],Common,3.6,['Mech'],
5,Deal 5 damage to a minion and 2 damage to adjacent ones.,,,['Hunter'],Rare,3.1,,Fire
2,"Secret: When your hero is attacked, deal 2 damage to all enemies.",,,['Hunter'],Common,4.6,,Fire
3,Give a minion +2/+2. Add 'More Arms!' to your hand that gives +2/+2.,,,['Priest'],Rare,2.8,,
3,"Whenever you target this minion with a spell, deal 3 damage to a random enemy.",3.0,4.0,['Neutral'],Legendary,3.0,,
3,"Lifesteal. Deal 3 damage to a minion.

Outcast: This costs (1).",,,"['Hunter', 'Demon Hunter']",Epic,4.6,,Fel
1,"Secret: When your hero takes damage, deal that much damage to the enemy hero.",,,['Paladin'],Common,2.6,,Holy
2,Your hero has Lifesteal.,2.0,3.0,"['Hunter', 'Demon Hunter']",Epic,4.2,['Demon'],
10,"Summon three 5/6 Elementals with Taunt.

Overload: (3)",,,['Shaman'],Common,2.6,,Nature
3,"Echo
Battlecry: Add a random Legendary minion to your hand.",2.0,2.0,['Rogue'],Legendary,3.4,,
10,You must be logged in to post a comment.,10.0,10.0,['Neutral'],Common,1.8,,
5,Rush. Battlecry: Transform one of your minions into a copy of this.,5.0,4.0,['Neutral'],Rare,4.7,,
5,"Taunt
Battlecry: Double this minion's health.",3.0,3.0,['Neutral'],Common,2.8,,
5,Battlecry: Choose a minion and become a copy of it.,3.0,3.0,['Neutral'],Epic,4.3,,
3,Battlecry: Copy a friendly minion's Health.,5.0,1.0,['Neutral'],Common,3.8,,
4,"Taunt
Battlecry: Copy a friendly minion's Attack and Health.",1.0,1.0,['Neutral'],Epic,3.3,,
6,Battlecry: Summon a random 3-Cost minion.,5.0,5.0,['Mage'],Common,4.7,,
2,Can't be targeted by Spells or Hero Powers.,3.0,2.0,['Neutral'],Common,3.8,['Dragon'],
3,"Choose One - Draw a card; or Summon a 2/2 Treant.

Corrupt: Do both.",2.0,2.0,['Druid'],Common,3.4,,
3,"Taunt
Corrupt: Gain +4 Health.",4.0,3.0,['Priest'],Common,3.9,,
7,"Discover a Beast from your deck and summon it.

Manathirst (10): Also summon a copy of it.",,,['Hunter'],Rare,4.1,,
1,Battlecry: Give a friendly Mech +1/+1.,1.0,1.0,['Neutral'],Common,2.9,['Mech'],
4,"Battlecry: Shuffle 3 Ambushes into your deck. When drawn, summon a 4/4 Spider.",4.0,4.0,['Rogue'],Epic,4.7,,
2,Your Hero Power deals 1 extra damage.,3.0,2.0,['Mage'],Rare,3.5,,
2,Battlecry: Give a friendly minion +1/+1.,2.0,1.0,['Neutral'],Common,2.7,,
5,"Battlecry: Draw a card.

Infuse (4): Draw 3 instead.",3.0,5.0,['Neutral'],Rare,3.4,,
1,Restore 3 Health to all friendly characters.,,,['Priest'],Common,3.5,,
2,Deal 1 damage to all enemy minions. Draw a card.,,,['Rogue'],Common,4.4,,
4,Your Choose One cards and powers have both effects combined.,3.0,5.0,['Druid'],Legendary,4.7,,
3,"Taunt
Deathrattle: Reduce the Cost of a Beast in your hand by (2).",4.0,3.0,['Druid'],Common,3.5,,
4,Windfury,3.0,5.0,['Neutral'],Common,1.7,['Elemental'],
3,Draw a card. That card costs (3) less.,,,['Shaman'],Epic,3.6,,
2,"Can't attack. After your opponent draws a card, it costs (1) more (up to 10).",2.0,3.0,['Neutral'],Common,3.8,,
5,Overkill: Give a minion in your hand +2/+2.,3.0,,['Paladin'],Rare,2.2,,
4,"Battlecry: If you've Invoked twice, reduce the Cost of cards in your hand by (1).",3.0,6.0,['Priest'],Epic,4.2,['Dragon'],
5,Choose a Deathrattle (Secretly) - Deal 3 damage to all minions; or Give them +2/+2.,5.0,3.0,['Druid'],Epic,4.0,,
7,You must be logged in to post a comment.,6.0,8.0,['Warlock'],Common,3.0,['Demon'],
1,Give your hero +3 Attack this turn. Manathirst (4): And Lifesteal.,,,['Paladin'],Common,3.7,,
1,Draw a card for each friendly minion that died this turn.,,,"['Hunter', 'Demon Hunter']",Rare,4.4,,Shadow
3,Give a random Taunt minion in your hand +5/+5.,,,['Warrior'],Rare,2.7,,
5,Deal 3 damage to a minion. Summon three 1/1 Pterrordaxes.,,,['Warlock'],Rare,2.0,,
2,Trigger all Deathrattles on your minions.,,,['Hunter'],Epic,3.3,,
2,"Deal 2 damage to the lowest Health enemy, twice.",,,"['Hunter', 'Demon Hunter']",Common,3.7,,Fel
4,"At the end of your turn, deal 2 damage to a non-Mech minion.",3.0,5.0,['Warlock'],Rare,2.9,['Mech'],
7,Summon three 1/2 Demons with Taunt. Costs (1) less whenever a friendly minion dies.,,,"['Hunter', 'Demon Hunter']",Common,2.1,,Fel
8,"Whenever you draw a minion, summon a copy with Rush that dies at end of turn.",5.0,7.0,['Warlock'],Legendary,3.0,['Demon'],
3,"At the start of your turn, deal 2 damage to this minion.",3.0,7.0,['Neutral'],Epic,3.3,,
5,"Whenever your opponent plays a card, discard the top 3 cards of your deck.",8.0,8.0,['Neutral'],Epic,2.6,['Mech'],
6,Deathrattle: Summon a random Demon from your hand.,8.0,3.0,"['Hunter', 'Demon Hunter']",Common,2.9,,
4,"Deal 4 damage. If your deck has no minions, summon four 1/1 Illidari with Rush.",,,"['Hunter', 'Demon Hunter']",Common,3.6,,
4,Battlecry: Add a random Outcast card to the left and right sides of your hand. They cost (2) less.,3.0,3.0,"['Hunter', 'Demon Hunter']",Legendary,4.5,,
4,Battlecry: Give your other Murlocs +1/+1.,4.0,4.0,['Neutral'],Common,3.8,['Murloc'],
2,Your Hero Power costs (1) less.,2.0,3.0,"['Hunter', 'Demon Hunter']",Common,4.2,,
5,"Draw a spell and deal 2 damage to all enemies. If it's a Fel spell, deal 1 more.",,,['Warlock'],Epic,2.9,,Fel
6,Deal 5 damage to all characters.,,,['Warlock'],Rare,4.5,,Fel
4,Battlecry: Draw a Fel spell. Reduce its Cost by (2).,4.0,3.0,"['Hunter', 'Demon Hunter']",Epic,3.9,['Demon'],
3,Taunt. Battlecry: Destroy one of your Mana Crystals.,3.0,5.0,['Warlock'],Rare,1.9,['Demon'],
1,"Copy the lowest Cost Demon in your hand.

Outcast: Give both +1/+1.",,,"['Hunter', 'Warlock', 'Demon Hunter']",Epic,3.7,,Fel
3,"Rush
Deathrattle: Deal 1 damage to all enemy minions.",3.0,2.0,"['Hunter', 'Demon Hunter']",Common,3.9,['Beast'],
4,Can only attack if your hero attacked this turn.,5.0,6.0,"['Hunter', 'Demon Hunter']",Common,2.8,['Demon'],
6,"Battlecry: If you've cast three spells while holding this, summon a different Demon from your deck.",5.0,7.0,"['Hunter', 'Demon Hunter']",Rare,3.0,"['Naga', 'Demon']",
1,Lifesteal. Deal 1 damage to a minion and its neighbors.,,,"['Hunter', 'Demon Hunter']",Common,2.9,,Fel
4,"Lifesteal
Taunt",1.0,6.0,['Neutral'],Common,1.6,['Demon'],
5,"Battlecry: Your opponent discards a minion.

Deathrattle: Return it.",4.0,6.0,['Warlock'],Epic,2.9,,
2,Battlecry: Discard a random card.,4.0,3.0,['Warlock'],,2.7,['Demon'],
3,Corrupt: Become a weapon.,4.0,3.0,"['Hunter', 'Demon Hunter']",Epic,4.3,['Elemental'],
2,"Whenever your hero would take damage on your turn, restore 2 Health instead. Lose 1 Durability.",0.0,,['Warlock'],Epic,4.1,,
6,Taunt. Battlecry: Cast the highest Cost Fel spell from your hand.,3.0,7.0,['Warlock'],Common,3.4,['Demon'],
5,Taunt,3.0,6.0,['Neutral'],Common,2.6,,
3,"Battlecry: The next time you use your Hero Power, it costs (2) less.",2.0,2.0,['Neutral'],Rare,2.6,,
1,"After this minion attacks a hero, add a copy of it to your hand.",1.0,1.0,['Neutral'],Rare,2.1,,
3,Choose One - Give your hero +4 Attack this turn; or Gain 8 Armor.,,,['Druid'],Common,4.0,,
3,"Summon two 2/3 Spirit Wolves with Taunt.
Overload: (1)",,,['Shaman'],Rare,4.5,,Nature
3,"Draw a card.

Gain 1 Armor for each card in your hand.",,,['Druid'],Common,3.8,,
5,"After a friendly minion attacks, gain +1 Attack.",2.0,7.0,['Warrior'],Rare,3.1,,
3,"Taunt
Finale: Force all enemy minions to attack this.",2.0,5.0,['Neutral'],Rare,3.0,,
5,"Deathrattle: If Stalagg also died this game, summon Thaddius.",4.0,7.0,['Neutral'],Legendary,3.2,,
3,"After you play a Battlecry or Combo card, draw a card.",3.0,2.0,['Rogue'],Rare,4.1,,
2,"Your minions have +1 Attack.

Lasts 3 turns",,,"['Hunter', 'Demon Hunter']",Rare,2.7,,
3,Summon four 1/1 Imps.,,,['Warlock'],Common,1.7,,Fel
3,"Invoke Galakrond.

Give your minions +1 Attack.",,,['Warlock'],Common,2.7,,
1,Deathrattle: Give this minion's Attack to a random friendly minion.,2.0,1.0,['Warlock'],Common,3.1,['Demon'],
3,Taunt,3.0,4.0,['Warrior'],Common,4.1,['Beast'],
1,"Rush
Outcast: Your next Outcast card costs (1) less.",2.0,1.0,"['Hunter', 'Demon Hunter']",Common,4.1,,
1,Deathrattle: Deal 1 damage to a random enemy.,2.0,1.0,['Hunter'],Common,4.0,['Beast'],
2,You must be logged in to post a comment.,3.0,,['Warrior'],Common,4.3,,
4,Choose two enemy minions. They fight! Add copies of any that die to your hand.,,,['Priest'],Epic,4.4,,Shadow
6,"Battlecry: If you control a minion with 6 or more Health, draw two cards.",4.0,4.0,['Neutral'],Epic,3.2,,
1,Battlecry: Deal 1 damage.,3.0,1.0,['Rogue'],Common,4.3,['Pirate'],
1,"Deal 1 damage to a minion. If it dies, summon a 2/2 Adventurer with a random bonus effect.",,,['Warlock'],Common,3.4,,Shadow
1,"Questline: Draw 4 cards in one turn.

Reward: Reduce the Cost of the cards drawn by (1).",,,"['Hunter', 'Demon Hunter']",Legendary,2.0,,
1,"Questline: Play 2 SI:7 Cards.

Reward: Add a Spy Gizmo to your hand.",,,['Rogue'],Legendary,3.3,,
1,Discover a card with Overload. Overload: (1),,,['Shaman'],Epic,3.0,,
5,"Stealth

Whenever this attacks and kills a minion, summon 2 Murlocs from your deck.",2.0,4.0,['Neutral'],Legendary,3.2,['Murloc'],
4,Battlecry: Deal 2 damage to all minions except Demons.,4.0,3.0,['Warlock'],Rare,4.0,['Demon'],
6,Battlecry: Deal 4 damage.,6.0,5.0,['Shaman'],Common,4.5,['Elemental'],
1,Battlecry: Add a 1/2 Elemental to your hand.,1.0,2.0,['Neutral'],Common,3.5,['Elemental'],
3,Battlecry: Gain +1 Attack for each card in your opponent's hand.,1.0,3.0,['Neutral'],Common,3.0,['Elemental'],
2,Battlecry: Reduce the Cost of Elementals in your hand by (1).,1.0,1.0,['Shaman'],Rare,4.3,['Elemental'],
4,Battlecry: Deal 2 damage.,3.0,3.0,['Neutral'],Common,3.2,['Elemental'],
1,"Quest: Play 7 Taunt minions.

Reward: Sulfuras.",,,['Warrior'],Legendary,4.5,,
4,"Tradeable

Deal 3 damage to all minions.",,,['Mage'],Common,4.6,,Fire
4,Deal 6 damage.,,,['Mage'],Common,4.7,,Fire
3,Spellburst: Deal 4 damage randomly split among all enemy minions.,3.0,4.0,['Mage'],Common,3.9,,
4,Battlecry: Gain 1-4 Attack. Overload: (1),3.0,6.0,['Shaman'],Common,4.2,['Elemental'],
7,Deal 5 damage. Summon a random 5-Cost minion.,,,['Mage'],Common,4.1,,Fire
2,"After you play a Murloc, deal 1 damage to all enemies.",2.0,3.0,['Shaman'],Legendary,4.6,['Murloc'],
2,"Battlecry: If you're holding a Dragon, Discover a Spell.",2.0,2.0,['Neutral'],Rare,4.4,,
5,Battlecry: Deal 3 damage to a minion. Corrupt: Deal 12 instead.,3.0,5.0,['Mage'],Common,3.2,['Elemental'],
2,"Battlecry: Give a friendly Mech +1/+1. If it has Deathrattle, trigger it.",2.0,1.0,['Hunter'],Rare,4.5,,
4,"Divine Shield
Battlecry: Gain Rush if this has at least 4 Attack.",3.0,5.0,['Paladin'],Epic,3.1,,
1,Add 2 random 1-Cost minions to your hand.,,,['Paladin'],Common,3.6,,
1,Deal 2 damage to a minion. Add a Second Flame to your hand.,,,['Mage'],Rare,4.1,,Fire
2,Battlecry: Add a random Murloc to each player's hand.,3.0,2.0,['Neutral'],Common,3.2,['Murloc'],
4,Rush. Deathrattle: Add a 4/3 Ghost with Rush to your hand.,4.0,3.0,['Neutral'],Common,3.0,['Murloc'],
4,"When you play or discard this, deal 4 damage to a random enemy.",,,['Warlock'],Rare,2.8,,Fel
9,"Rush
Taunt",10.0,10.0,['Druid'],Rare,2.8,['Elemental'],
3,"Whenever you target this minion with a spell, gain Divine Shield.",3.0,4.0,['Neutral'],Legendary,2.7,,
3,"Whenever a friendly minion dies, gain +1 Attack.",1.0,6.0,"['Hunter', 'Demon Hunter']",Common,2.0,,
1,Deal 2 damage. Add a 1/2 Elemental to your hand.,,,['Mage'],Common,2.9,,Fire
1,Battlecry: Deal 3 damage to your hero.,3.0,2.0,['Warlock'],Common,4.5,['Demon'],
2,Battlecry: Deal 1 damage to a random enemy.,2.0,3.0,['Neutral'],Common,3.9,,
5,Deal 8 damage to a minion.,,,['Mage'],Common,2.6,,Fire
7,"When you draw this, deal 2 damage to all characters.",7.0,7.0,['Mage'],Legendary,1.8,['Mech'],
3,"Secret: After a minion attacks your hero, deal 3 damage to all enemy minions.",,,['Mage'],Common,4.5,,Fire
2,Deal 4 damage to a random enemy minion.,,,['Mage'],Common,4.4,,Fire
7,Also damages the minions next to whomever your hero attacks.,5.0,,"['Hunter', 'Demon Hunter']",Epic,3.8,,
7,Deal 5 damage to all enemy minions.,,,['Mage'],Epic,4.6,,Fire
2,Adjacent minions have +2 Attack.,0.0,2.0,['Shaman'],,4.5,['Totem'],
3,"After you cast a spell, deal 2 damage randomly split among all enemies.",2.0,4.0,['Mage'],Rare,4.7,,
4,Overload: (2),7.0,7.0,['Shaman'],Common,4.7,,
4,"Summon a 4/2 Demon with Rush. If it dies this turn, summon another.",,,"['Hunter', 'Demon Hunter']",Rare,4.4,,
4,Deal 3 damage to a minion. Summon a 3/3 Wolf.,,,['Hunter'],Common,4.2,,
1,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,,,['Hunter'],Rare,3.7,,
7,"Summon 3 minions from your deck. they attack enemy minions, then die.",,,['Hunter'],Legendary,2.5,,
1,Restore 5 Health.,,,['Priest'],Common,3.4,,Holy
2,Restore 4 Health. Draw a card.,,,['Paladin'],Common,3.9,,Holy
5,"Rush
Corrupt: Gain +4/+4.",4.0,4.0,['Neutral'],Common,3.1,['Beast'],
9,"Taunt
Deathrattle: Draw another Undead and summon a copy of it.",4.0,8.0,['Neutral'],Rare,3.0,['Undead'],
10,Costs (1) less for each time your hero's Health changed during one of your turns.,8.0,8.0,"['Warlock', 'Priest']",Epic,4.2,,
3,"Whenever a minion dies, gain +1 Attack.",3.0,3.0,['Neutral'],Common,2.9,,
6,"Taunt. Battlecry: If you have 5 or more Armor, summon a copy of this.",3.0,8.0,['Warrior'],Common,3.6,['Undead'],
