mana,card_text,attack,health,class,rarity,card_mark,minion_type,spell_school
2,Battlecry :  Freeze an enemy minion Manathirst (6) : Silence it first ,2.0,2.0,['Neutral'],Rare,3.2,,
2,Honorable Kill : Give your other minionsDivine Shield ,2.0,3.0,['Neutral'],Common,2.1,,
5,Battlecry : Spend up to 10Corpses  Summon a Risen Groom with stats equal to amount spent ,4.0,4.0,['Death Knight'],Rare,3.3,['Undead'],
5,Detonate aCorpseto deal 1 damage to all minions  If any are still alive  repeat this ,,,['Death Knight'],Rare,3.9,,Shadow
5,Battlecry :  Give a friendly minion Deathrattle :  Resummon this minon ,3.0,3.0,['Neutral'],Rare,3.5,,
5,Your Deathrattle cards cost (2) less ,4.0,6.0,['Hunter'],Rare,4.4,['Beast'],
4,Battlecry :  Gain Taunt if your deck has a Taunt minion Repeat for Divine Shield  Lifesteal  Windfury ,3.0,3.0,['Neutral'],Epic,4.6,,
7,Costs (1) less whenever a minion dies while this is in your hand ,2.0,5.0,['Neutral'],Epic,3.4,['Beast'],
2,Deal 3 damage to a minion  If you're holding a Dragon  it also hits the enemy hero ,,,['Hunter'],Common,4.0,,Nature
5,Battlecry :  Destroy your opponent's weapon ,5.0,5.0,['Neutral'],Common,2.6,,
5,Battlecry : InvokeGalakrond twice ,3.0,3.0,['Shaman'],Rare,4.5,,
1,Quest : Play 6Battlecry cards Reward : Heart of Vir'naal ,,,['Shaman'],Legendary,4.5,,
6,Lifesteal,5.0,,['Death Knight'],Common,2.1,,
5,Deathrattle :  Restore 8 Health to the enemy hero ,6.0,6.0,['Neutral'],Rare,2.3,['Mech'],
6,Battlecry :  Deal 2 damage to all non-Murloc minions ,2.0,3.0,['Neutral'],Rare,2.2,['Murloc'],
2,Corrupt every minion  Destroy them at the start of your next turn ,,,['Warlock'],Rare,3.5,,Shadow
1,Choose an enemy minion  At the start of your turn  destroy it ,,,['Warlock'],,2.3,,
2,Draw a weapon  Give it +1/+1 ,,,['Warrior'],Rare,3.8,,
4,Spell Damage +2,4.0,3.0,['Mage'],Common,3.8,['Elemental'],
2,After you cast a spell  summon an Elemental with stats equal to its Cost  Lose 1 Durability ,,,['Mage'],Rare,4.6,,
2,Battlecry : Give a random minion in your hand +2/+2 ,1.0,2.0,['Neutral'],Common,2.1,,
4,Battlecry : Gain a random friendlyDeathrattle that triggered this game ,4.0,,['Rogue'],Epic,3.5,,
0,Gain 1 Mana Crystal this turn only ,,,['Rogue'],Rare,4.0,,
3,Secret :  When your opponent casts a spell  Counter it ,,,['Mage'],Rare,4.2,,Arcane
7,Battlecry :  Draw Rush  Lifesteal and Deathrattle card from your deck ,6.0,6.0,['Neutral'],Legendary,4.6,,
4,Battlecry : Transform into a 3/3 copy of a minion ,3.0,3.0,['Neutral'],Epic,4.2,,
6,Deathrattle : Summon a minion from your deck ,6.0,2.0,['Warrior'],Rare,2.3,,
3,Battlecry : If you control no other minions  deal 2 damage ,4.0,2.0,['Neutral'],Common,1.6,,
6,Colossal +2Your Crabatoa Claws have +2 Attack ,6.0,5.0,['Rogue'],Legendary,3.8,['Beast'],
2,RushWindfury,1.0,4.0,['Neutral'],Common,2.6,['Murloc'],
2,Deal 3-6 damage  Overload :  (1),,,['Shaman'],Common,4.3,,Nature
2,Battlecry :  Adapt a friendly Beast ,3.0,2.0,['Hunter'],Common,4.5,['Beast'],
2,Draw 1 card(improved bySpell Damage) ,,,['Mage'],Rare,3.9,,Arcane
2,Battlecry :  Swap the Attack and Health of a minion ,2.0,2.0,['Neutral'],Rare,3.4,,
5,Combo :  Give a friendly minion +4 Attack ,4.0,4.0,['Rogue'],Common,3.8,,
4,Battlecry : Take Fatigue damage  Summon that many 3/3 Imps ,3.0,4.0,['Warlock'],Epic,3.7,,
5,Battlecry : If you're holding a Dragon  deal 3 damage to all other characters ,5.0,5.0,['Warlock'],Rare,4.8,['Dragon'],
5,Taunt  Whenever this minion takes damage  give your C'Thun +1/+1 (wherever it is) ,3.0,6.0,['Neutral'],Epic,3.5,,
2,Has +2 Attack andCharge while damaged ,1.0,4.0,['Warrior'],Common,4.0,,
3,After another minion dies  become a copy of it ,0.0,6.0,['Neutral'],Common,3.0,,
2,Take Fatigue damage  Deal that much damage to all enemies ,,,['Warlock'],Rare,3.1,,Fel
8,Choose a friendly minion  Summon 3 copies of it Overload : (2),0.0,0.0,['Shaman'],Common,2.5,,
1,Overheal : Draw a card ,1.0,3.0,['Priest'],Rare,3.7,,
4,Spellburst : Gain +1 Attack andTaunt ,3.0,6.0,['Neutral'],Common,2.8,['Dragon'],
1,Outcast : Draw a card ,1.0,1.0,"['Hunter', 'Demon Hunter']",Common,4.5,,
2,At the end of your turn  if you dealt 3 or more damage to the enemy hero  draw a card ,1.0,4.0,['Neutral'],Rare,3.4,,
3,After a friendlySecret is revealed  gain +2/+2 ,4.0,3.0,['Neutral'],Common,3.2,,
4,Can't attack  Whenever your opponent casts a spell  give your minions +1/+1 ,4.0,6.0,['Neutral'],Epic,2.3,,
4,Whenever you play a card with Battlecry  gain +1/+1 ,4.0,4.0,['Neutral'],Epic,2.6,,
7,Battlecry :  If you're holding a Dragon  deal 7 damage to an enemy minion ,7.0,4.0,['Neutral'],Epic,3.9,['Dragon'],
1,Deathrattle : Give ANY other minion +1/+1 and this Deathrattle ,1.0,1.0,['Neutral'],Epic,3.0,['Murloc'],
3,Battlecry : Deal 2 damage to the left and right-most enemy minions ,2.0,2.0,"['Hunter', 'Demon Hunter']",Common,3.0,['Demon'],
4,Battlecry : Summon a 3/5 Elemental withTaunt ,1.0,1.0,['Shaman'],Common,3.4,,
6,Deathrattle :  Summon a random minion you discarded this game ,5.0,5.0,['Warlock'],Rare,4.2,,
2,Battlecry :  Deal 1 damage to a minion and give it +2 Attack ,2.0,3.0,['Warrior'],Common,3.8,,
7,Destroy a minion  If you have a damaged minion  this costs (4) less ,,,['Warrior'],Epic,3.1,,
3,Battlecry : If you've cast a spell while holding this  draw a Naga ,3.0,4.0,['Neutral'],Rare,3.6,['Naga'],
2,Deal 8 damage to a minion  Overload :  (3),,,['Shaman'],Common,3.1,,
7,Destroy your opponent's left and right-most minions ,,,['Hunter'],Epic,2.1,,
5,Battlecry :  Gain +2/+2 if an enemy is Frozen ,5.0,5.0,['Mage'],Common,2.9,,
2,Give a minion +3/+3 and Freeze it ,,,['Shaman'],Epic,2.5,,
8,Taunt Costs (1) less for each Armor you have ,4.0,6.0,['Druid'],Common,4.4,['Undead'],
3,TauntAfter you summon a minion  gain +1 Health ,1.0,6.0,['Druid'],Common,3.7,,
3,Manathirst (5) : Summon a random 3-Cost minion Manathirst (10) : Summon a random 8-Cost minion instead ,3.0,2.0,['Neutral'],Epic,3.1,,
6,Divine ShieldCosts (1) less for each Silver Hand Recruit you control ,5.0,5.0,['Paladin'],Rare,3.7,,
2,If you have any unspent Mana at the end of your turn  draw a card ,1.0,4.0,['Druid'],Epic,4.4,,
1,Choose One- Deal 2 damage to a minion; or Restore 5 Health ,,,['Druid'],Common,4.0,,Nature
5,Rush  Battlecry : If you've restored 5 Health this game  summon a copy of this ,4.0,4.0,['Druid'],Epic,3.8,['Beast'],
1,Deathrattle :  Copy a card from your opponent's deck and add it to your hand ,1.0,1.0,['Priest'],Rare,4.4,['Elemental'],
1,Battlecry :  Deal 5 damage to your hero  Gain 5 Armor ,1.0,3.0,['Neutral'],Epic,4.3,,
1,Battlecry : If you're holding a Shadow spell  gain +1/+1 ,1.0,2.0,['Priest'],Common,4.2,,
2,Divine Shield  LifestealYour healing is doubled ,1.0,2.0,['Paladin'],Legendary,3.6,,
2,Discovera Druid minion  If your hand has no minions  keep all 3 ,,,['Druid'],Epic,3.8,,Nature
4,Battlecry :  Give your Demons +1/+1 ,5.0,4.0,['Warlock'],Common,3.9,,
1,Draw two 1-Attack minions from your deck ,,,['Paladin'],Rare,3.4,,
10,Battlecry :  Deal damage equal to this minion's Attack randomly split among all enemies ,6.0,6.0,['Neutral'],Legendary,4.6,,
10,Start of Game : Break into pieces Battlecry : Deal 30 damage randomly split among all enemies ,6.0,6.0,['Neutral'],Legendary,4.3,,
4,Divine ShieldBattlecry :  Give your C'Thun +2/+2 (wherever it is) ,4.0,2.0,['Neutral'],Common,4.4,,
5,Battlecry :  For each enemy minion  restore 2 Health to your hero ,4.0,4.0,['Neutral'],Common,2.9,,
4,Whenever one of your other minions dies  draw a card ,4.0,2.0,['Neutral'],Common,3.3,,
2,Battlecry : Your opponent's spells cost (1) more next turn ,3.0,2.0,['Neutral'],Rare,2.8,,
2,Spell Damage +1After you cast a spell  give your C'Thun +1/+1 (wherever it is) ,3.0,2.0,['Mage'],Rare,4.5,,
5,Battlecry : If you haveOverloaded Mana Crystals  deal 5 damage ,5.0,5.0,['Shaman'],Epic,4.6,['Elemental'],
5,Whenever you draw a card  gain +1/+1 ,4.0,4.0,['Mage'],Rare,2.8,,
3,Battlecry :  Look at 3 cards  Guess which one started in your opponent's deck to get a copy of it ,3.0,3.0,['Priest'],Epic,3.8,,
1,Shuffle three Agonies into the opponent's deck  They deal Fatigue damage when drawn ,,,['Warlock'],Rare,4.1,,Shadow
2,Give your opponent a 'Cursed!' card While they hold it  they take 2 damage on their turn ,,,['Warlock'],Common,2.9,,Shadow
2,EchoGive all enemy minions -2 Attack until your next turn ,,,['Warlock'],Rare,4.4,,Shadow
1,Double all damage dealt to your hero ,2.0,,['Warrior'],Rare,1.6,,
6,RushDeathrattle :  Draw a Combo card from your deck ,5.0,3.0,['Rogue'],Rare,2.6,['Pirate'],
4,Deathrattle :  Summon a 5/1 Revenant ,5.0,1.0,['Neutral'],Common,1.9,,
7,Deathrattle : Summon a 7/5 Shadow withStealth ,7.0,5.0,['Rogue'],Common,3.2,,
3,After your hero attacks  draw a Pirate ,2.0,5.0,['Rogue'],Common,4.5,['Pirate'],
2,When this minion attacks the enemy hero  put a Coin into your hand ,2.0,2.0,['Rogue'],Rare,3.1,,
3,Combo :  Give your weapon +1 Attack ,2.0,4.0,['Rogue'],Common,3.3,['Pirate'],
5,Draw 2 cards  Costs (1) less per Attack of your weapon ,,,"['Warrior', 'Rogue']",Common,3.8,,
2,Give your minions Deathrattle :  Add a random Mech to your hand ,,,['Hunter'],Rare,2.7,,
7,Deal 3 damage to all minions  Summon a 3/3 Spirit for every minion killed ,,,"['Hunter', 'Demon Hunter']",Rare,3.1,,
4,Taunt  Battlecry :  Gain +1 Health for each enemy minion ,3.0,3.0,['Neutral'],Epic,3.7,,
8,Battlecry :  Gain the Deathrattle effects of 3 friendly minions that died this game ,8.0,5.0,['Neutral'],Legendary,4.4,,
4,Inspire :  Gain Spell Damage +1 ,3.0,5.0,['Mage'],Common,3.0,,
5,Divine Shield,5.0,4.0,['Neutral'],Common,2.1,,
2,Battlecry :  Silenceadjacent minions ,2.0,3.0,['Neutral'],Common,3.0,,
3,Spell Damage +1,1.0,4.0,['Neutral'],,1.7,,
6,TauntBattlecry :  Deal 6 damage to this minion ,5.0,12.0,['Neutral'],Common,3.0,['Mech'],
2,Corrupt : GainPoisonous ,1.0,5.0,['Hunter'],Common,2.7,['Beast'],
3,Deathrattle :  Your opponent draws a card ,4.0,4.0,['Neutral'],Common,2.6,,
4,RushBattlecry : If you're holding a Dragon  gain +1/+1 ,4.0,4.0,['Paladin'],Common,3.5,['Dragon'],
1,Return all friendly minions to your hand ,,,['Rogue'],Common,3.5,,
1,Battlecry :  Your next Hero Power this turn deals 2 more damage ,1.0,1.0,['Mage'],Common,4.0,,
4,Whenever your opponent draws a card  gain +1/+1 ,3.0,3.0,['Neutral'],Common,3.2,,
5,RushAfter this attacks and kills a minion  gain +2/+2 ,4.0,5.0,['Warrior'],Legendary,3.3,,
4,Summon a Fiend with stats equal to your hand size ,,,['Warlock'],Rare,3.7,,Shadow
6,TauntBattlecry :  Give your C'Thun +3/+3 (wherever it is) ,5.0,7.0,['Druid'],Common,4.7,,
6,Destroy 2 random enemy minions  Discard 2 random cards ,,,['Warlock'],Epic,2.4,,Shadow
2,Set a minion's Attack and Health to 3 ,,,['Paladin'],Common,3.1,,Shadow
3,Deathrattle :  Give a friendly minion +3 Health ,3.0,4.0,['Priest'],Common,4.2,,
5,Battlecry : Reduce the Cost of allCorrupt andCorruptedcards in your hand and deck by (2) ,3.0,5.0,['Priest'],Legendary,3.4,,
4,Battlecry :  Give a minion +2 Attack this turn ,4.0,4.0,['Neutral'],Common,3.4,,
5,Battlecry :  Deal 2 damage to all undamaged enemy minions ,4.0,3.0,['Rogue'],Rare,4.5,,
1,Destroy a friendly minion  Restore 8 Health to your hero ,,,['Warlock'],Common,4.1,,Shadow
2,Battlecry :  Discover a 1-Cost card ,2.0,2.0,['Warlock'],Common,4.6,,
5,Battlecry : For the rest of the game  yourLackeys are 4/4 ,4.0,4.0,['Warlock'],Legendary,4.0,,
1,Deal 2 damage to a friendly character  Discover a Demon ,,,['Warlock'],Rare,4.0,,Shadow
3,Discovera 2-Cost minion  Summon it and give it +3 Health ,,,['Priest'],Rare,2.6,,Shadow
3,Deal 1 damage to a random minion  Repeat for each card in your hand ,,,['Warlock'],Epic,3.2,,Fel
2,Transform an Undead into 4 /5 Undead Monstrosity withRush ,,,['Death Knight'],Common,3.1,,Shadow
6,Choose One - Summon 5 Wisps; or Give a minion +5/+5 and Taunt ,,,['Druid'],Epic,2.5,,Nature
5,Start of Game : If the spells in your deck are all Shadow  enter Shadowform ,5.0,6.0,['Priest'],Legendary,4.1,,
2,Deal 3 damage ,,,['Warlock'],Common,4.4,,Shadow
6,Destroy all friendly minions  For each one  summon a random minion from your deck ,,,['Warlock'],Epic,2.4,,Shadow
3,Battlecry : Spend 2Corpses to give all minions in your hand +2 Attack ,2.0,5.0,['Death Knight'],Common,3.6,['Undead'],
3,RushManathirst (6) : GainReborn ,3.0,3.0,['Neutral'],Common,2.0,['Undead'],
3,After your hero takes damage  refresh 1 Mana Crystals ,3.0,4.0,['Warlock'],Epic,4.7,['Demon'],
7,LifestealAt the end of your turn  deal 6 damage to the enemy hero ,6.0,6.0,['Warlock'],Legendary,3.6,['Undead'],
7,Spell Damage +2,2.0,8.0,['Neutral'],Common,1.4,,
3,Divine ShieldCorrupt : GainRush ,3.0,2.0,['Neutral'],Common,2.6,['Mech'],
10,Rush  PoisonousAlso damages the minions next to whomever this attacks ,1.0,1.0,['Neutral'],Epic,2.1,['Beast'],
3,Your other minions have +1 Attack Corrupt : This gains +4 Attack ,0.0,5.0,['Neutral'],Common,2.6,,
7,Deathrattle : Fire four missiles at random enemies that deal 2 damage each ,8.0,5.0,['Hunter'],Rare,2.8,['Mech'],
5,Battlecry :  Restore 2 Health to all friendly characters ,4.0,5.0,['Neutral'],,2.7,,
5,Battlecry :  Restore 5 Health ,4.0,5.0,['Priest'],Common,4.3,,
3,After you summon a minion  gain +1 Attack ,1.0,5.0,['Warlock'],Common,3.6,,
2,Battlecry :  Discard a random card Deathrattle :  Draw a card ,3.0,2.0,['Warlock'],Rare,2.3,,
5,Battlecry :  Swap stats with a friendly minion ,3.0,6.0,['Neutral'],Epic,2.8,,
4,Deathrattle : Deal 5 damage to your hero ,5.0,7.0,['Neutral'],Common,3.0,,
2,Battlecry :  Gain an empty Mana Crystal Deathrattle :  Destroy one of your Mana Crystals ,2.0,3.0,['Druid'],Rare,4.0,,
2,Secret :  When your opponent uses their Hero Power  deal 5 damage to a random enemy ,,,['Hunter'],Common,2.5,,
3,Summon 3 Silver Hand Recruits Corrupt : Summon 5 ,,,['Paladin'],Common,3.4,,
2,Shuffle a copy of your hand into your deck ,,,['Warrior'],Epic,4.3,,
2,Deathrattle :  Draw a Deathrattle minion from your deck ,2.0,1.0,['Priest'],Common,4.1,['Mech'],
6,Reveal a random weapon in your deck  Deal damage equal to its Attack to all minions ,,,['Warrior'],Epic,2.9,,
3,Deathrattle :  Add a 3/2 weapon to your hand ,3.0,2.0,['Rogue'],Common,3.0,,
1,Give your weapon +2 Attack ,,,['Rogue'],Common,4.1,,Nature
3,Destroy a random enemy minion ,,,['Hunter'],Common,4.3,,
1,Lifesteal,1.0,1.0,['Neutral'],Common,2.1,['Murloc'],
5,Summon two 3/3 Felfiends withLifesteal  If your deck has no minions  summon another ,,,"['Hunter', 'Demon Hunter']",Rare,2.7,,Fel
6,TauntManathirst (11) : Gain +4/+4 andCharge ,6.0,6.0,['Druid'],Common,3.8,"['Undead', 'Beast']",
5,Battlecry : Draw aDeathrattleminion and gain itsDeathrattle ,6.0,5.0,['Druid'],Common,3.9,,
1,Choose a minion  Spread itsDeathrattle to adajcent minions ,,,['Death Knight'],Rare,4.8,,
3,TauntCosts Health instead of Mana if your hero was healed this turn ,3.0,4.0,['Death Knight'],Rare,3.5,['Undead'],
5,Battlecry :  Gain +1/+1 for each damaged minion ,3.0,3.0,['Warrior'],Rare,2.7,,
7,Battlecry : Summon 3Deathrattleminions that cost (5) or less from your deck ,3.0,6.0,"['Hunter', 'Demon Hunter']",Legendary,4.2,['Quilboar'],
4,LifestealDeal 6 damage to a minion ,,,['Death Knight'],Common,3.7,,
4,Battlecry :  Give a random Lifesteal minion in your hand +2/+2 ,3.0,3.0,['Neutral'],Epic,2.1,,
6,Deal 2 damage to all minions  Summon a 2/2 Volatile Skeleton for each killed ,,,['Mage'],Rare,2.8,,
5,TauntDeathrattle : Return this to your hand  It costs Health instead of Mana ,3.0,5.0,['Death Knight'],Legendary,3.4,['Undead'],
2,After you cast a spell  deal 1 damage to two random enemies ,2.0,3.0,['Death Knight'],Rare,4.4,['Elemental'],
3,Taunt  Deathrattle :  Your opponent puts a minion from their deck into the battlefield ,2.0,8.0,['Neutral'],Rare,4.0,,
2,Summon a 3/2 Duelist  If your hero attacked this turn  summon another ,,,['Shaman'],Epic,2.9,,
4,Deathrattle :  Deal 1 damage to all minions ,4.0,,['Warrior'],Common,4.6,,
3,TauntDeathrattle : Restore 4 Health to your hero ,2.0,4.0,['Neutral'],Common,3.9,['Quilboar'],
3,Battlecry :  Give a friendly minion Immune this turn ,2.0,4.0,['Neutral'],Common,4.0,,
6,Battlecry :  Deal 2 damage to all enemy minions ,,,['Hunter'],Legendary,3.9,,
3,Deathrattlescan't trigger ,2.0,5.0,['Neutral'],Epic,3.1,,
2,Give a minion Deathrattle : Summon two 3/2 Zombies Overload :  (1),,,['Shaman'],Common,2.8,,Shadow
5,Battlecry :  If your hero took damage this turn  gain Lifesteal ,4.0,6.0,['Warlock'],Epic,3.6,['Beast'],
10,Battlecry :  Destroy all other minions and discard your hand ,12.0,12.0,['Neutral'],Legendary,4.1,['Dragon'],
10,Deathrattle :  Put all Dragons from your hand into the battlefield ,12.0,12.0,['Neutral'],Legendary,4.3,['Dragon'],
8,Battlecry : Attack ALL other minions ,12.0,12.0,['Warrior'],Legendary,4.0,['Dragon'],
10,Battlecry : Destroy all other minions  Discard a card for each destroyed ,12.0,12.0,['Neutral'],Legendary,3.7,['Dragon'],
6,Battlecry : Gain +1/+1 for each damaged minion  then atack all enemies ,3.0,7.0,['Warrior'],Legendary,3.0,,
5,Swap the Cost and Attack of all minions in your deck ,,,['Warlock'],Legendary,3.3,,Shadow
2,Transform spells in your deck into ones that cost (3) more  (They keep their original Cost ),,,['Mage'],Legendary,3.3,,
5,Shuffle 5 Scrolls into your deck  when drawn  cast a random spell ,,,['Mage'],Epic,2.5,,Arcane
5,Deal 1 damage to a minion and its neighbors  (Improved by number of other spells in your hand ),,,['Mage'],Rare,2.7,,Fire
8,Freeze an enemy  Summon two 3/6 Water Elementals ,,,['Mage'],Rare,3.1,,
2,Battlecry : Discovera Mech  It costs (1) less ,1.0,2.0,['Neutral'],Common,2.5,,
4,Battlecry : Draw a spell  Gain Armor equal to its Cost ,3.0,4.0,['Mage'],Rare,3.7,['Pirate'],
1,Questline : Deal damage with 3 spells Reward : Your Hero Power can target minions ,,,['Hunter'],Legendary,4.6,,
4,Battlecry :  Give adjacent minions +1/+1 and Taunt ,3.0,3.0,['Neutral'],Rare,4.5,,
6,Battlecry :  Discovera friendlyDeathrattleminion that died this game  Trigger and gain its Deathrattle ,5.0,4.0,['Hunter'],Legendary,4.6,,
5,Battlecry : Deal 2 damage to a random enemy  Repeat for each of your Beasts ,3.0,2.0,['Hunter'],Common,2.0,,
3,After your hero attacks  deal 2 damage to a random enemy twice ,3.0,3.0,['Warrior'],Common,4.8,['Pirate'],
6,Battlecry :  Silence a minion with Deathrattle ,5.0,7.0,['Neutral'],Epic,3.0,,
2,Battlecry : If you're holding a Shadow spell  deal 2 damage ,3.0,2.0,['Priest'],Common,4.4,['Pirate'],
2,Combo :  Summon a 2/1 Defias Bandit ,2.0,2.0,['Rogue'],Common,3.6,,
2,Deal 1 damage to all minions  If any die  cast this again ,,,['Warlock'],Rare,4.8,,Shadow
2,Draw card  Spend 2Corpses to draw another ,,,['Death Knight'],Rare,3.9,,
3,Deal 3 damage to a minion Honorable Kill : Summon a new 3/3 copy of it ,,,['Priest'],Common,3.5,,Holy
4,After you cast a spell  Freeze a random enemy ,2.0,4.0,['Mage'],Rare,2.8,,
3,At the start of your turn  deal 2 damage to a random enemy ,1.0,4.0,['Neutral'],Rare,2.3,['Mech'],
4,Battlecry : Destroy an enemy location ,4.0,4.0,['Neutral'],Epic,2.5,,
1,Summon a random Demon Companion ,,,"['Hunter', 'Demon Hunter']",Rare,4.7,,
8,Destroy a minion  Costs (1) less for each minion you control ,,,['Warlock'],Common,2.8,,Shadow
2,Deal 2 damage to a minion  If it’s a friendly Demon  give it +2/+2 instead ,,,['Warlock'],Common,3.1,,Fel
2,Give a Demon +3/+3  Give your opponent a Mana Crystal ,,,['Warlock'],Common,1.7,,Fel
5,Deal 5 damage to a minion  If it's a friendly Demon  give it +5/+5 instead ,,,['Warlock'],Epic,3.2,,Shadow
4,Deal 3 damage  Sumon two 1/3 Voidwalkers withTaunt ,,,['Warlock'],Common,3.5,,Fel
3,Discover2 Demons Finale : Give them +1/+2 ,,,['Warlock'],Rare,2.9,,Fel
2,Each player transforms a random minion in their hand into a Demon ,,,['Warlock'],Common,3.3,,Shadow
1,Discovera Demon  Your next one costs (1) less ,,,['Warlock'],Common,3.1,,Shadow
3,Deal 2 damage to all non-Demon minions ,,,['Warlock'],Rare,3.7,,Fel
2,Battlecry :  If you control a Treant  Discover a spell ,2.0,3.0,['Druid'],Rare,3.2,,
1,At the start of your turn  deal 5 damage to ALL minions ,0.0,5.0,['Neutral'],Rare,3.8,,
5,Battlecry : Summon a 1/1 Rider withRush for each minion in your hand ,3.0,2.0,['Neutral'],Rare,2.1,,
8,Deathrattle :  Restore 8 Health to your hero ,8.0,8.0,['Neutral'],Common,2.9,,
3,At the end of your turn  destroy your lowest Attack minion to summon a 4/4 Shade  Lasts 3 turns ,,,['Warlock'],Rare,3.0,,
3,Battlecry :  Put a 1-Cost minion from each deck into the battlefield ,2.0,4.0,['Hunter'],Common,3.1,,
3,Battlecry : Summon two 1/1 Desert Hares ,1.0,1.0,['Neutral'],Common,2.1,,
5,If you control 3 of these  at the end of your turn  deal 5 damage to a random enemy ,0.0,5.0,['Neutral'],Epic,1.5,,
3,After your hero attacks  summon a 1/1 Locust with Rush ,1.0,,['Hunter'],Common,2.6,,
0,You must be logged in to post a comment ,1.0,1.0,['Neutral'],Common,2.1,['Demon'],
1,TwinspellCast a random Paladin Secret,,,['Paladin'],Rare,3.7,,
0,Restore 5 Health to each hero ,,,['Priest'],Common,2.5,,Holy
2,Give a minion Deathrattle :  Return thisto life with 1 Health ,,,['Paladin'],Rare,2.6,,Holy
5,At the end of your turn  deal 1 damage to all enemy minions ,4.0,5.0,['Warlock'],Rare,4.7,['Demon'],
1,Deal 4 damage to a damaged minion ,,,['Warrior'],Common,3.1,,
8,After you cast a Nature spell  summon a 4/2 Viper withRush ,4.0,9.0,['Druid'],Rare,2.7,['Beast'],
3,Deathrattle :  Summon a 5/5 Devilsaur ,0.0,3.0,['Neutral'],Rare,3.5,,
2,Transform all enemy minions into random ones that cost (1) less ,,,['Shaman'],Rare,4.1,,Nature
1,Shoot three random missiles at random enemy minions that transform them into ones that cost (1) less ,,,"['Mage', 'Shaman']",Epic,4.1,,Arcane
4,RushBattlecry :  InvokeGalakrond ,2.0,2.0,['Neutral'],Common,2.1,,
5,Copy 3 cards from your opponent's deck and addthem to your hand ,,,['Priest'],Rare,2.6,,Shadow
1,After a friendly minion dies  gain itsDeathrattle ,1.0,3.0,['Warlock'],Legendary,3.7,['Undead'],
3,Deathrattle : Summon a 2/2 Adventurer with a random bonus effect ,3.0,2.0,['Neutral'],Common,3.4,,
3,Lifesteal Deal 4 damage randomly split among all enemy minions ,,,['Priest'],Common,3.1,,Shadow
0,Choose an enemy minion  Your minions attack it  then return any that die to your hand ,,,['Hunter'],Rare,4.4,,
3,Battlecry : Draw a spell  If it's a Holy spell  reduce its Cost by (2) ,2.0,3.0,['Priest'],Rare,3.1,,
6,Divine Shield  TauntCosts (1) less for each spell you've cast on friendly characters this game ,4.0,5.0,"['Paladin', 'Priest']",Epic,4.6,,
2,For the rest of the game  players draw an extra card at the start of their turn ,,,['Druid'],Rare,3.5,,Nature
2,Spellburst : Return the spell to your hand ,2.0,3.0,['Shaman'],Rare,4.5,,
10,Summon 2 copies of a minion in your deck ,,,['Warrior'],Rare,1.9,,
3,Battlecry : Summon a random minion from your deck that you can afford to play ,2.0,3.0,['Neutral'],Common,3.2,,
2,Your Hero Power becomes 'Give a Beast +2/+2 ',,,['Hunter'],Epic,4.4,,
8,Set a minion's Attack and Health to 10 ,,,['Paladin'],Epic,2.8,,
7,Battlecry : If your deck has no duplicates  summon King Krush ,2.0,4.0,['Hunter'],Legendary,3.8,,
4,Give a Beast +3/+3  Shuffle 3 copies into your deck with +3/+3 ,,,['Hunter'],Common,4.5,,
4,StealthDeathrattle : Summon a 2/2 Wolf withStealth ,4.0,4.0,['Druid'],Common,3.1,['Beast'],
1,You must be logged in to post a comment ,1.0,3.0,['Neutral'],Common,4.0,['Beast'],
2,Adjacent minions have +1 Attack ,2.0,2.0,['Neutral'],Common,4.0,['Beast'],
5,TauntDeathrattle :  Shuffle a 6/9 Direhorn with Taunt into your deck ,3.0,6.0,['Warrior'],Rare,4.1,['Beast'],
3,Honorable Kill : Summon a 2/2 Wolf withStealth ,2.0,5.0,['Neutral'],Common,1.9,,
6,Deal 3 damage to a character  If that kills it  summon a Demon from your deck ,,,['Warlock'],Rare,3.2,,Shadow
2,TauntBattlecry :  Your opponent summons a random minion from their hand ,2.0,6.0,['Neutral'],Epic,3.4,,
2,Secret : After your opponent casts a spell  draw 2 cards ,,,['Rogue'],Common,4.5,,
4,Battlecry :  Dredgefor your opponent  Set its Cost to (6) ,4.0,4.0,['Priest'],Rare,3.8,['Elemental'],
2,Combo : Add a randomCombocard to your hand ,4.0,1.0,['Rogue'],Common,2.3,"['Mech', 'Beast']",
3,Battlecry :  Deal 2 damage  Give your C'Thun +2/+2 (wherever it is) ,2.0,1.0,['Neutral'],Rare,4.2,,
1,Battlecry : InvokeGalakrond ,1.0,2.0,['Priest'],Common,4.7,,
4,After you play a minion  destroy it and summon a 4/4 Failed Student ,3.0,6.0,"['Warlock', 'Priest']",Legendary,4.6,,
2,Deathrattle : Give a random friendly minion +3/+3  (Play minions while equipped to improve!),2.0,,['Paladin'],Common,4.5,,
4,After your hero takes damage on your turn  summon a random 3-Cost minion ,3.0,5.0,['Warlock'],Epic,4.1,['Beast'],
4,Deathrattle : Summon a 9/1 Inquisitor ,3.0,3.0,['Neutral'],Common,2.0,['Demon'],
4,Battlecry :  Deal damage equal to this minion's Attack ,2.0,4.0,['Hunter'],Rare,4.3,['Beast'],
0,Give your hero +3 Attack this turn  Choose a card in your hand to shuffle into your deck ,,,"['Hunter', 'Demon Hunter']",Rare,3.8,,
